Month,FID,RMF PNH ID,RMF Name,State,District,Town, RF'S  , Total value , Earned Margin ,, RF'S  , Total value , Earned Margin ,,RF's,Earned Margin
May-19,F103485,38755594,J.K Electronics Sales and Services,Karnataka,Hassan,Sakleshpur,1,136,2,,3,307453,895,,  -   ,  -   
May-19,F103930,31512231,Samskruthi Fancy Saree Emporium,Madhya Pradesh,Ujjain,Ujjain,56,107889,2697,,71,4001329,9348,,  -   ,  -   
May-19,F103952,32878643,S S Corporation,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,,11,1756541,3780,,  -   ,  -   
May-19,F103860,38626495,S.V Cell Point,Andhra Pradesh,Nellore,Kavali,  -   ,  -   ,  -   ,,1,67639,135,,  -   ,  -   
May-19,F167953,34703587,Vedh electronic and electrical,Madhya Pradesh,Hoshangabad,Hoshangabad,2,38914,973,,6,571736,1164,,  -   ,  -   
May-19,F104339,32388737,Rainbow Enterprises,Telangana,Mahabub Nagar,Mahbubnagar,  -   ,  -   ,  -   ,,4,3712,21,,  -   ,  -   
May-19,F103966,32839733,Om computer,Maharashtra,Solapur,Mangalvedha,  -   ,  -   ,  -   ,,11,1921070,4119,,  -   ,  -   
May-19,F103936,35939119,Electronic Bazaar,Maharashtra,Solapur,Malshiras,  -   ,  -   ,  -   ,,17,5035490,10401,,  -   ,  -   
May-19,F103405,38989455,Balaji DTH Service,Andhra Pradesh,Prakasam,Ongole,72,1258715,30770,,78,12193839,28638,,64,12000
May-19,F103929,38126567,Jeyam Communication,Tamil Nadu,Ramanathapuram,Rameswaram,2,71679,1691,,11,142578,683,,  -   ,  -   
May-19,F103340,36518867,Sree Manjunath Traders,Andhra Pradesh,Ananthapur,Gooty,45,539726,12920,,57,5261089,12703,,41,7500
May-19,F103760,33494922,Sri Raghavendra Communication,Tamil Nadu,Coimbatore,Mettupalayam,  -   ,  -   ,  -   ,,4,183643,659,,  -   ,  -   
May-19,F104755,32948161,A.S Enterprises ,Maharashtra,Sangli,Miraj,54,781656,19541,,46,928106,3469,,54,12000
May-19,F104037,34514341,Dharshitha Textails,Andhra Pradesh,Cuddapah,Badvel,  -   ,  -   ,  -   ,,1,59700,119,,  -   ,  -   
May-19,F170778,37872192,R R Enterprises,Tamil Nadu,Coimbatore,Coimbatore North,43,411194,10153,,11,1050350,2164,,43,5000
May-19,F104801,31144257,Sahil Telecom ,Madhya Pradesh,Ujjain,Ujjain,  -   ,  -   ,  -   ,,3,36084,89,,  -   ,  -   
May-19,F104041,33654331,Sri Vijaya Lakshmi Traders,Andhra Pradesh,Nellore,Tada,46,518718,15227,,31,22961413,47238,,37,7500
May-19,F104046,38459495,Bhavya Agency,Madhya Pradesh,Dewas,Khategaon,1,  -   ,27,,7,13679,90,,  -   ,  -   
May-19,F104533,35488159,Mani & Co.,Tamil Nadu,Nilgiris,Udhagamandalam,1,  -   ,  -   ,,4,2621123,5516,,  -   ,  -   
May-19,F103779,34832447,Mobile ocean,Karnataka,Ramanagar,Ramanagara,  -   ,  -   ,  -   ,,1,284067,573,,  -   ,  -   
May-19,F104598,34763317,Porwal Mobile (RMF),Madhya Pradesh,Mandsaur,Mandsaur,  -   ,  -   ,  -   ,,1,1107700,2240,,  -   ,  -   
May-19,F104068,34524471,Deep Enterprises,Madhya Pradesh,Dhar,Dhar,1,874,22,,15,809246,1862,,  -   ,  -   
May-19,F180993,32477132,Rahman Traders,Tamil Nadu,Salem,Salem,31,502115,12553,,3,40450,81,,31,5000
May-19,F168648,39799625,Athmik Enterprises,Karnataka,Kodagu,Virajpet,1,1529,38,,10,95594,538,,  -   ,  -   
May-19,F104144,39711377,Gayathri Cell Point,Andhra Pradesh,Cuddapah,Proddatur,8,84115,1703,,9,10855246,21776,,  -   ,  -   
May-19,F164609,34865974,Poojars Mobile & Computers,Karnataka,Mysore,Periyapatna,  -   ,  -   ,  -   ,,2,5887,15,,  -   ,  -   
May-19,F186143,38119985,Amber Sweets & Condiments,Karnataka,Chickmagalur,Chikmagalur,3,95225,2381,,18,75344,401,,  -   ,  -   
May-19,F104099,34366982,Sri Vatsa Electronics,Andhra Pradesh,Krishna,Nuzvid,  -   ,  -   ,  -   ,,2,52980,316,,  -   ,  -   
May-19,F104090,31955186,Shree Amutha's Mobiles,Tamil Nadu,Salem,Salem,  -   ,  -   ,  -   ,,3,19489,54,,  -   ,  -   
May-19,F165376,39331323,Shree sai enterprises,Madhya Pradesh,Dhar,Dhar,76,758102,17399,,42,12993799,26486,,60,12000
May-19,F104136,37997317,Sri Gayathri Fancy Stores,Andhra Pradesh,Prakasam,Kanigiri,51,724482,17513,,33,3962328,8929,,45,7500
May-19,F104114,34161456,Gayathri Fancy & Gift Articles,Andhra Pradesh,Krishna,Vijayawada (Urban),  -   ,  -   ,  -   ,,3,218378,486,,  -   ,  -   
May-19,F104109,34445791,Sai Communication,Andhra Pradesh,Nellore,Venkatachalam,  -   ,  -   ,  -   ,,9,1426591,2962,,  -   ,  -   
May-19,F180114,37464290,Moon Marketing,Tamil Nadu,Tiruvarur,Thiruvarur,34,401142,10075,,4,172020,348,,34,5000
May-19,F104123,38391835,Shree Shyam Oxiworld,Uttar Pradesh,Deoria,Babhani,1,7875,83,,60,13007833,28883,,  -   ,  -   
May-19,F175888,31304129,Indira Agency,Madhya Pradesh,Mandsaur,Mandsaur,37,517862,12970,,19,2568582,5340,,37,7500
May-19,F104159,32761614,Avhad Computer Pvt Ltd,Maharashtra,Nashik,Sinnar,  -   ,  -   ,  -   ,,1,33744,90,,  -   ,  -   
May-19,F104156,35676685,SAIRAM ENTERPRIZES,Telangana,Khammam,Kothagudem,  -   ,  -   ,  -   ,,3,79955,464,,  -   ,  -   
May-19,F172974,33587364,Sri Ambal Agencies,Tamil Nadu,Thanjavur,Thanjavur,40,30085,752,,8,100692,586,,  -   ,  -   
May-19,F187428,35841175,Mittal Sales,Madhya Pradesh,Shivpuri,Shivpuri,37,745124,10550,,11,472617,1135,,37,7500
May-19,F103789,36517996,GALAXY MOBILE SHOPPY,Maharashtra,Sangli,Walva,  -   ,  -   ,  -   ,,1,9950,20,,  -   ,  -   
May-19,F103653,36792563,Sri Digital Electronics And Home Needs,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,,4,569256,1244,,  -   ,  -   
May-19,F173063,33265154,Kalikambha Traders,Karnataka,Hassan,Belur,3,134830,3371,,3,1123102,2282,,  -   ,  -   
May-19,F103577,35925655,Balaji Communication,Maharashtra,Sangli,Khanapur,  -   ,  -   ,  -   ,,15,1047544,4134,,  -   ,  -   
May-19,F104063,38187571,Prateek Distributors,Karnataka,Hassan,Hassan,  -   ,  -   ,  -   ,,3,52605,214,,  -   ,  -   
May-19,F104052,34467829,Samy Agencies,Tamil Nadu,Karur,Aravakurichi,  -   ,  -   ,  -   ,,1,64806,134,,  -   ,  -   
May-19,F104560,36673498,Sri Rama Mobiles,Telangana,K.V.Rangareddy,Rangareddy,3,12380,108,,20,14314774,30473,,  -   ,  -   
May-19,F104633,33392525,S.H.Communication (RMF),Kerala,Thrissur,Kodungallur,1,5520,37,,6,9244808,18668,,  -   ,  -   
May-19,F103480,37299148,S.L.R Agencies,Karnataka,Tumkur,Sira,  -   ,  -   ,  -   ,,12,793785,1892,,  -   ,  -   
May-19,F103934,38796527,AMBICA FANCY & GENERAL STORE,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,,5,649575,1660,,  -   ,  -   
May-19,F104233,37492359,G.K.ELECTRONICS,Telangana,Khammam,Yellandu,2,15563,357,,1,860,3,,  -   ,  -   
May-19,F179038,30308177,Navkar Patanjali,Madhya Pradesh,Dhar,Badnawar,  -   ,  -   ,  -   ,,6,84464,179,,  -   ,  -   
May-19,F104251,38441248,R.M Enterprises,Maharashtra,Buldhana,Khamgaon,  -   ,  -   ,  -   ,,3,135,0,,  -   ,  -   
May-19,F104258,37691452,Geetha Store,Andhra Pradesh,Chittoor,Tirupati (Urban),1,0,0,,4,352138,722,,  -   ,  -   
May-19,F104271,33762557,Anbalai Agencies,Tamil Nadu,Erode,Erode,40,961831,24035,,40,9863130,20415,,40,7500
May-19,F104730,38113398,A.T.K.O.Agencies,Kerala,Malappuram,Ponnani,  -   ,  -   ,  -   ,,2,3350,9,,  -   ,  -   
May-19,F104807,31653394,Manjeri Stores,Kerala,Malappuram,Ernad,6,40299,249,,57,15380613,33842,,  -   ,  -   
May-19,F166351,36697592,Shreeji,Madhya Pradesh,Morena,Morena,  -   ,  -   ,  -   ,,2,20010,50,,  -   ,  -   
May-19,F171440,34556509,Bajrangbali telecom,Madhya Pradesh,Morena,Morena,7,83057,1776,,12,9155620,18380,,  -   ,  -   
May-19,F104763,32341222,Zetta Associates,Kerala,Malappuram,Tirur,2,10404,81,,7,2729019,5549,,  -   ,  -   
May-19,F104856,35871694,Arjun Agencies,Tamil Nadu,Coimbatore,Coimbatore North,1,5383,35,,11,3532656,7243,,  -   ,  -   
May-19,F173684,33193716,Vetrivel Enterprise,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,1,1121,2,,  -   ,  -   
May-19,F104355,33169929,Sambhavnath Agency,Maharashtra,Wardha,Wardha,36,542789,13299,,89,1928768,7663,,35,7500
May-19,F103324,31454373,M S Mobiles (Chittoor),Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,1,18716,37,,  -   ,  -   
May-19,F104316,35646156,Afnan distribution,Kerala,Thrissur,Kodungallur,1,5311,19,,1,3297238,6610,,  -   ,  -   
May-19,F171612,31875757,Digital centre,Kerala,Kozhikode,Kozhikode,9,57328,411,,47,33694036,68152,,  -   ,  -   
May-19,F104410,31683429,Gayathri Medical And General Stores,Telangana,Medak,Siddipet,9,149672,3242,,28,15316625,31457,,  -   ,  -   
May-19,F104461,31916347,Satguru Enterprises,Madhya Pradesh,Barwani,Sendhwa,  -   ,  -   ,  -   ,,3,179899,493,,  -   ,  -   
May-19,F104457,35629586,Bajaj Auto Parts & Oil Center,Maharashtra,Amravati,Achalpur City,1,60342,1509,,3,49850,100,,  -   ,  -   
May-19,F103428,35147464,Vee Gee Communications,Karnataka,Tumkur,Kunigal,1,24898,501,,35,680105,3687,,  -   ,  -   
May-19,F164612,33965746,S.V Communications,Telangana,Medak,Siddipet,5,26575,157,,11,13492122,27036,,  -   ,  -   
May-19,F104371,34618142,Yeswanth Cell Shoppee,Andhra Pradesh,Krishna,Bantumilli,  -   ,  -   ,  -   ,,1,28297,71,,  -   ,  -   
May-19,F182983,31074796,Sri Balaji Enterprises,Karnataka,Dakshina Kannada,Mangalore,1,55268,1387,,4,305166,639,,  -   ,  -   
May-19,F165558,36875965,Sri Lakshmi Enterprises,Andhra Pradesh,Cuddapah,Cuddapah,23,1147687,28284,,11,9326546,18668,,  -   ,  -   
May-19,F173819,32061428,Thakur Enterprise,Maharashtra,Washim,Chandur,  -   ,  -   ,  -   ,,6,2456175,4946,,  -   ,  -   
May-19,F103945,34122638,Appaji Mobiles,Tamil Nadu,Erode,Erode,2,49502,1238,,4,45349,142,,  -   ,  -   
May-19,F104815,32836963,Saffron Communications ,Madhya Pradesh,Vidisha,Ahmedpur,1,6053,159,,5,669877,1408,,  -   ,  -   
May-19,F104439,32774514,Chintamadi Rakesh Kumar,Madhya Pradesh,Shivpuri,Shivpuri,26,787787,19692,,13,418941,1087,,  -   ,  -   
May-19,F104505,32132619,Leo Communications,Kerala,Malappuram,Tirur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104540,31995327,Boys Marketing ,Tamil Nadu,Dindigul,Dindigul,  -   ,  -   ,  -   ,,3,6673,38,,  -   ,  -   
May-19,F170002,31700502,Mahadeva Communications,Kerala,Thiruvananthapuram,Thiruvananthapuram,3,18707,160,,9,11236105,23027,,  -   ,  -   
May-19,F168324,31351506,Sanjay markating,Madhya Pradesh,Guna,Guna,8,278082,6952,,5,15244,89,,  -   ,  -   
May-19,F165318,33139637,Maharaam Exports Imports,Tamil Nadu,Tirunelveli,Radhapuram,38,504775,12701,,17,76510,355,,38,7500
May-19,F104581,39636697,H-Man Services,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,5,1255754,2541,,  -   ,  -   
May-19,F104380,34596352,Charbhuja Mobile,Madhya Pradesh,Barwani,Barwani,63,730138,17831,,29,4124506,8761,,59,7500
May-19,F104603,31483167,Shadows Digital Studio and Video (RMF),Kerala,Thiruvananthapuram,Thiruvananthapuram,1,2115,42,,2,392050,820,,  -   ,  -   
May-19,F180921,37492095,Sam Studio,Tamil Nadu,Salem,Mettur,2,45779,1144,,5,84760,206,,  -   ,  -   
May-19,F104544,39366361,Sai Agencies ( SF ),Andhra Pradesh,Guntur,Atchampet,  -   ,  -   ,  -   ,,2,24150,134,,  -   ,  -   
May-19,F104468,31574278,Gowri Ganesha Stores,Karnataka,Bangalore Rural,Doddaballapura,  -   ,  -   ,  -   ,,7,127530,660,,  -   ,  -   
May-19,F104014,34194877,Maharaja Mobiles,Tamil Nadu,Erode,Sathyamangalam,  -   ,  -   ,  -   ,,1,410080,843,,  -   ,  -   
May-19,F104632,33623178,Farhan Communication (RMF),Kerala,Thiruvananthapuram,Thiruvananthapuram,1,5337,29,,2,5912537,11891,,  -   ,  -   
May-19,F104643,35376428,Sanam Communication (RMF),Kerala,Malappuram,Ernad,4,20130,151,,11,15508114,31362,,  -   ,  -   
May-19,F160818,32526016,Modi Enterprises,Madhya Pradesh,Mandsaur,Mandsaur,  -   ,  -   ,  -   ,,1,929,5,,  -   ,  -   
May-19,F104644,34611958,Gourav Agency (RMF),Madhya Pradesh,Ratlam,Jaora,4,2060,52,,2,58587,148,,  -   ,  -   
May-19,F104608,37169198,Darbar Telecom (RMF),Madhya Pradesh,Dhar,Dhar,3,8667,110,,11,923682,1980,,  -   ,  -   
May-19,F104591,39278171,Badri Prasad Satish Kumar,Madhya Pradesh,Morena,Sabalgarh,38,517688,10675,,5,10845,65,,38,7500
May-19,F104354,36956199,Baba Electricals and Music Center,Madhya Pradesh,Gwalior,Gwalior,  -   ,  -   ,  -   ,,4,101737,208,,  -   ,  -   
May-19,F104653,31597371,S.L.N.Telecom (RMF),Karnataka,Kolar,Chickballapur,  -   ,  -   ,  -   ,,2,11600,23,,  -   ,  -   
May-19,F164625,32987138,J.G Distributors,Kerala,Thiruvananthapuram,Chirayinkeezhu,1,888,13,,29,2326501,6319,,  -   ,  -   
May-19,F104681,38876518,Sai Ram Communications (RMF),Andhra Pradesh,Krishna,Vijayawada (Urban),  -   ,  -   ,  -   ,,8,1834990,3774,,  -   ,  -   
May-19,F172664,37807374,Sarai Agro Services and Sarai Industries,Maharashtra,Aurangabad,Aurangabad,  -   ,  -   ,  -   ,,1,42318,86,,  -   ,  -   
May-19,F104595,34522363,Saanvi Enterprises (RMF),Karnataka,Kodagu,Madikeri,  -   ,  -   ,  -   ,,5,142847,729,,  -   ,  -   
May-19,F103919,31693581,S A  Enterprises,Andhra Pradesh,Kurnool,Nandyal,3,6640,78,,1,1750862,3536,,  -   ,  -   
May-19,F173074,35505107,Kamalam Traders,Tamil Nadu,Tirunelveli,Palayankottai,11,88278,2023,,18,8897799,18160,,  -   ,  -   
May-19,F104678,34372685,Raj Traders (RMF),Karnataka,Bangalore Rural,Doddaballapura,  -   ,  -   ,  -   ,,4,38821,191,,  -   ,  -   
May-19,F183614,39337518,Papular Stores,Madhya Pradesh,Vidisha,Ahmedpur,33,413154,10329,,7,609193,1317,,32,5000
May-19,F104679,38212923,Sivasankar Communications (RMF),Kerala,Thiruvananthapuram,Chirayinkeezhu,  -   ,  -   ,  -   ,,2,21007,46,,  -   ,  -   
May-19,F103254,39591842,S.G Distributors,Karnataka,Chamrajnagar,Gundlupet,  -   ,  -   ,  -   ,,1,24800,50,,  -   ,  -   
May-19,F140594,34633986,Shri Ganesh Enterprises,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F180168,32386797,Shiva Enterprises,Karnataka,Chikkaballapur,Chickballapur,1,2951,103,,6,517470,1058,,  -   ,  -   
May-19,F104727,33451512,Suresh Mobiles,Andhra Pradesh,West Godavari,Eluru,  -   ,  -   ,  -   ,,1,94777,193,,  -   ,  -   
May-19,F104640,31212363,Aurora Traders (RMF),Tamil Nadu,Kanyakumari,Vilavancode,  -   ,  -   ,  -   ,,1,16112,62,,  -   ,  -   
May-19,F185740,39384499,Amman Agency,Tamil Nadu,Ramanathapuram,Ramanathapuram,4,168632,4239,,8,260715,531,,  -   ,  -   
May-19,F103377,32286988,Srinivasa Distributors,Karnataka,Kolar,Bangarapet,2,1118,33,,16,260261,1357,,  -   ,  -   
May-19,F104135,32572337,Saraswathy Agencies,Tamil Nadu,Salem,Omalur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104221,34274529,Bharath Enterprises,Karnataka,Hassan,Channarayapatna,  -   ,  -   ,  -   ,,2,  -   ,  -   ,,  -   ,  -   
May-19,F103425,38916457,Sri Gururagavendra Enterprises (RMF),Karnataka,Chitradurga,Chitradurga,  -   ,  -   ,  -   ,,2,7653,46,,  -   ,  -   
May-19,F104746,39725829,Kisan Plastics,Karnataka,Chikkaballapur,Sidlghatta,  -   ,  -   ,  -   ,,9,514314,1375,,  -   ,  -   
May-19,F181617,33212480,Friends Electronics & Home Needs,Andhra Pradesh,Cuddapah,Yerraguntla,5,235013,5775,,7,402079,897,,  -   ,  -   
May-19,F171521,34338299,Punit enterprises banmore,Madhya Pradesh,Morena,Morena,  -   ,  -   ,  -   ,,5,966206,1934,,  -   ,  -   
May-19,F104761,39282189,Bagalkot Communication ,Karnataka,Dharwad,Hubli,2,53009,295,,22,3780331,9499,,  -   ,  -   
May-19,F170119,34935940,Shree Balaji Coldrinks,Madhya Pradesh,Ratlam,Piploda,40,509529,12646,,5,1866411,3771,,39,7500
May-19,F104313,31418739,Sohil Mobile & Gsm Service,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,2,73587,154,,  -   ,  -   
May-19,F104718,31974829,D.M.Enterprises (RMF),Maharashtra,Nagpur,Nagpur,  -   ,  -   ,  -   ,,1,185290,371,,  -   ,  -   
May-19,F178986,36094194,Kothari Sales,Maharashtra,Yavatmal,Ner Parsopant,11,100432,2511,,6,26096,55,,  -   ,  -   
May-19,F103359,33573343,Galaxy Communication,Kerala,Kasargod,Kasaragod,  -   ,  -   ,  -   ,,16,210551,971,,  -   ,  -   
May-19,F168454,39296551,shree electronics,Maharashtra,Nagpur,Nagpur,4,35787,307,,22,15372514,31222,,  -   ,  -   
May-19,F171032,33123791,Sekhar Electronics,Andhra Pradesh,Chittoor,Renigunta,1,33322,764,,1,  -   ,  -   ,,  -   ,  -   
May-19,F184046,33354472,National Traders,Madhya Pradesh,Jhabua,Jhabua,15,32024,301,,16,6153034,12311,,  -   ,  -   
May-19,F166812,35582613,Pinnacle Business Services ( RMF ),Tamil Nadu,Kanchipuram,Tambaram,1,  -   ,  -   ,,4,  -   ,  -   ,,  -   ,  -   
May-19,F104777,37555569,Shiv Enterprises,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,  -   ,  -   ,  -   ,,4,  -   ,7,,  -   ,  -   
May-19,F171766,30741528,Nakoda e services,Madhya Pradesh,Ratlam,Ratlam,20,217627,5341,,9,880967,1769,,  -   ,  -   
May-19,F168653,37716292,Mobi King's ,Karnataka,Bangalore Rural,Hoskote,1,19687,689,,3,98792,200,,  -   ,  -   
May-19,F104827,32313239,Anjali Computers,Madhya Pradesh,Ratlam,Piploda,7,8381,109,,3,3320660,6659,,  -   ,  -   
May-19,F167119,38571663,Balaji collection,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
May-19,F104809,34726577,Ponmurugan Irrigation ,Tamil Nadu,Erode,Erode,1,938,30,,11,7040585,14356,,  -   ,  -   
May-19,F104832,35534612,S.L.V.Tours & Travels,Karnataka,Bangalore,Bangalore South,3,20682,277,,4,14366988,29095,,  -   ,  -   
May-19,F104794,37781765,Eden Enterprises,Tamil Nadu,Tirunelveli,Palayamkottai,  -   ,  -   ,  -   ,,10,  -   ,7,,  -   ,  -   
May-19,F104828,37922921,Kushal Enterprises,Karnataka,Bangalore,Bangalore South,1,5093,28,,5,9168002,18387,,  -   ,  -   
May-19,F104842,33265733,Sri Vari Traders,Tamil Nadu,Cuddalore,Cuddalore,  -   ,  -   ,  -   ,,5,  -   ,  -   ,,  -   ,  -   
May-19,F170586,32936624,DIYA ENTERPRISES,Madhya Pradesh,Bhopal,Huzur,1,6814,70,,15,7080530,14163,,  -   ,  -   
May-19,F180538,33181395,D.S Associate,Madhya Pradesh,Bhopal,Huzur,35,503385,12585,,4,24427,49,,35,7500
May-19,F104822,38373317,New Unique Computers & Mobiles,Maharashtra,Sangli,Khanapur,1,6360,52,,14,5461802,10930,,  -   ,  -   
May-19,F104263,33956555,Vivek Mobile Gallery,Madhya Pradesh,Dhar,Dhar,  -   ,  -   ,  -   ,,1,1276510,2553,,  -   ,  -   
May-19,F164030,33868721,ARHAM SOLUTION,Karnataka,Ramanagar,Ramanagara,1,10600,137,,1,4480502,8961,,  -   ,  -   
May-19,F104802,38259225,Ezone E Services,Maharashtra,Akola,Akola,  -   ,  -   ,  -   ,,1,4990,10,,  -   ,  -   
May-19,F175329,38957462,SHRI GURUMAHULI TRADERING,Maharashtra,Amravati,Amravati,  -   ,  -   ,  -   ,,2,10119,21,,  -   ,  -   
May-19,F104667,33645272,Shivani Telecom (RMF),Madhya Pradesh,Dhar,Sardarpur,  -   ,  -   ,  -   ,,1,5000,10,,  -   ,  -   
May-19,F104646,38184888,Pedhiwal Sales (RMF),Maharashtra,Amravati,Paratwada,  -   ,  -   ,  -   ,,3,64990,141,,  -   ,  -   
May-19,F104861,37484155,Rajpoot Communications ,Madhya Pradesh,Gwalior,Gwalior,3,18463,165,,7,11474428,22974,,  -   ,  -   
May-19,F104824,34461129,Tanishta Enterprises ,Maharashtra,Nagpur,Hingna,  -   ,  -   ,  -   ,,2,11510,23,,  -   ,  -   
May-19,F171031,36779028,Pindis Trading,Kerala,Ernakulam,Ernakulam,1,  -   ,  -   ,,2,  -   ,  -   ,,  -   ,  -   
May-19,F167000,39909351,Pooja Telecom,Madhya Pradesh,Mandsaur,Garoth,2,62119,2597,,7,2302370,4615,,  -   ,  -   
May-19,F103961,38337386,Arpit Patel,Madhya Pradesh,Rewa,Huzur,  -   ,  -   ,  -   ,,1,4970,10,,  -   ,  -   
May-19,F182558,38684536,Foodie Mart,Madhya Pradesh,Dhar,Dharampuri,52,1307453,32644,,3,15250,31,,52,12000
May-19,F104471,37415661,Digital Agency,Tamil Nadu,Madurai,Madurai South,  -   ,  -   ,  -   ,,2,  -   ,  -   ,,  -   ,  -   
May-19,F104854,34962246,Vijay Enterprises,Karnataka,Bangalore,Bangalore North,1,2820,56,,5,4266932,8823,,  -   ,  -   
May-19,F104857,34536747,Viraj Enterprises,Madhya Pradesh,Ratlam,Jaora,2,5789,47,,3,3714594,7430,,  -   ,  -   
May-19,F104823,31974573,Angel Tele Communications,Maharashtra,Washim,Mangrulpir,  -   ,  -   ,  -   ,,1,25000,50,,  -   ,  -   
May-19,F104862,33928221,V.S Communications,Kerala,Thiruvananthapuram,Thiruvananthapuram,2,13473,57,,8,8472204,17514,,  -   ,  -   
May-19,F188164,34128562,Swastik Infracon,Karnataka,Kolar,Kolar,13,17323,328,,9,1824071,3757,,  -   ,  -   
May-19,F103367,39916245,Hotel new krishna Bhavana,Karnataka,Shimoga,Hosanagar,  -   ,  -   ,  -   ,,5,59586,318,,  -   ,  -   
May-19,F103361,37366934,Yes power Solution,Karnataka,Ramanagar,Kanakapura,  -   ,  -   ,  -   ,,2,6574,35,,  -   ,  -   
May-19,F103385,36821467,SANNIDHI COMMUNICATION-36821467,Karnataka,Shimoga,Shimoga,4,11914,253,,35,674112,3152,,  -   ,  -   
May-19,F103208,31724515,The Mobile Expert,Karnataka,Kolar,Chintamani,  -   ,  -   ,  -   ,,7,141065,701,,  -   ,  -   
May-19,F103387,33335894,Ananthapadma Distribution,Karnataka,Udupi,Udupi,36,564085,13961,,14,235481,1165,,36,7500
May-19,F103386,34728716,Sri Manjunatha Agencies,Karnataka,Kolar,Bangarapet,68,217610,5452,,16,248458,980,,  -   ,  -   
May-19,F103411,33135695,Priya Traders,Karnataka,Kolar,Bagepalli,1,30799,238,,8,4502728,10009,,  -   ,  -   
May-19,F103358,39221239,Inter Buzz Communication,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,,1,90322,193,,  -   ,  -   
May-19,F103623,31874521,Sri Navadurga Store,Karnataka,Udupi,Karkal,2,0,0,,1,517580,1168,,  -   ,  -   
May-19,F104863,32716644,U.S.B.Computers,Madhya Pradesh,Dhar,Dhar,1,653,16,,3,232041,478,,  -   ,  -   
May-19,F166986,35507173,Shri Balaji Treadrs,Madhya Pradesh,Neemuch,Neemuch,1,6552,64,,2,5133245,10266,,  -   ,  -   
May-19,F103533,37734824,Laxmikant Electronics,Maharashtra,Sangli,Miraj,  -   ,  -   ,  -   ,,24,2820697,7670,,  -   ,  -   
May-19,F103599,31274594,Softplus.Technology,Kerala,Kozhikode,Kozhikode,11,63515,285,,31,45427028,91269,,  -   ,  -   
May-19,F103616,38452219,Akshara Xerox Center,Maharashtra,Solapur,Malshiras,  -   ,  -   ,  -   ,,1,4926,19,,  -   ,  -   
May-19,F103608,37551357,Sana Electronics,Maharashtra,Solapur,Madha,  -   ,  -   ,  -   ,,2,230901,463,,  -   ,  -   
May-19,F103636,32495144,Vyshnav Communication,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,1,123445,247,,  -   ,  -   
May-19,F104372,35559163,Veerabhadreshwara Traders (RMF),Karnataka,Kodagu,Somvarpet,2,  -   ,  -   ,,30,842224,5046,,  -   ,  -   
May-19,F103939,33559243,Sai Agencies,Andhra Pradesh,Nellore,Nellore,  -   ,  -   ,  -   ,,1,6500,13,,  -   ,  -   
May-19,F103349,31374577,S.R.Enterprises,Karnataka,Udupi,Kundapura,  -   ,  -   ,  -   ,,4,18479,109,,  -   ,  -   
May-19,F103342,31752953,Mega Byte Computer Service,Karnataka,Bijapur(KAR),B.bagewadi,  -   ,  -   ,  -   ,,8,55885,256,,  -   ,  -   
May-19,F103372,31718989,Devaki Enterprises,Karnataka,Uttara Kannada,Karwar,34,737770,18571,,30,482810,2759,,34,5000
May-19,F103412,31723238,Tejaswi Enterprises,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,,1,1400,3,,  -   ,  -   
May-19,F103593,32997444,Venkateshwara Finance,Andhra Pradesh,Krishna,Bapulapadu,  -   ,  -   ,  -   ,,2,198694,802,,  -   ,  -   
May-19,F103453,37715447,Pranam Traders,Karnataka,Chamrajnagar,Yelandur,  -   ,  -   ,  -   ,,8,74139,379,,  -   ,  -   
May-19,F103073,33073342,Shreeji Communication,Gujarat,Valsad,Pardi,26,478879,9878,,44,62383225,124830,,  -   ,  -   
May-19,F103083,32248272,Rushabh Distributors,Gujarat,Surat,Olpad,28,195204,1698,,49,100258914,201205,,  -   ,  -   
