Month,FID,RMF PNH ID,RMF Name,State,District,Town, RF'S  , Total value , Earned Margin ,, RF'S  , Total value , Earned Margin ,,RF's,Earned Margin
Apr-18,F104500,37896521,Sharma Telecom,Madhya Pradesh,Morena,Sabalgarh,  -   ,  -   ,  -   ,,3,38770,77,,  -   ,  -   
Apr-18,F104598,34763317,Porwal Mobile (RMF),Madhya Pradesh,Mandsaur,Mandsaur,  -   ,  -   ,  -   ,,2,369232,726,,  -   ,  -   
Apr-18,F167034,37807172,Devda communication,Madhya Pradesh,Jhabua,Jhabua,1,7626,  -   ,,1,280411,709,,  -   ,  -   
Apr-18,F103581,32561327,Bright Associates,Kerala,Malappuram,Tirurangadi,1,  -   ,  -   ,,3,153428,251,,  -   ,  -   
Apr-18,F104090,31955186,Shree Amutha's Mobiles,Tamil Nadu,Salem,Salem,  -   ,  -   ,  -   ,,1,10000,  -   ,,  -   ,  -   
Apr-18,F103986,38228151,Noshad Mobile Shop,Madhya Pradesh,Dewas,Bagli,  -   ,  -   ,  -   ,,3,34313,  -   ,,  -   ,  -   
Apr-18,F104581,39636697,H-Man Services,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,,1,287938,576,,  -   ,  -   
Apr-18,F166812,35582613,Pinnacle Business Services ( RMF ),Tamil Nadu,Kanchipuram,Tambaram,3,35100,  -   ,,4,3978,  -   ,,  -   ,  -   
Apr-18,F166194,39785058,Ruchi Telecom,Madhya Pradesh,Hoshangabad,Itarsi,  -   ,  -   ,  -   ,,1,186657,361,,  -   ,  -   
Apr-18,F104488,39932665,Anjana Traders,Madhya Pradesh,Mandsaur,Mandsaur,1,2889,  -   ,,1,9980,20,,  -   ,  -   
Apr-18,F104856,35871694,Arjun Agencies,Tamil Nadu,Coimbatore,Coimbatore North,13,88187,400,,28,5499849,12474,,  -   ,  -   
Apr-18,F104807,31653394,Manjeri Stores,Kerala,Malappuram,Ernad,6,42171,1186,,29,6421633,13037,,  -   ,  -   
Apr-18,F104069,35329975,Smart Communication,Kerala,Kannur,Taliparamba,3,3067,9673,,52,2339876,1922,,  -   ,  -   
Apr-18,F103690,36877596,JK Traders,Kerala,Kasargod,Hosdurg,2,21967,2215,,38,1376057,2002,,  -   ,  -   
Apr-18,F104419,31652539,Ram Enterprises,Tamil Nadu,Theni,Uthamapalayam,2,2666,  -   ,,21,434449,594,,  -   ,  -   
Apr-18,F104114,34161456,Gayathri Fancy & Gift Articles,Andhra Pradesh,Krishna,Vijayawada (Urban),1,10032,  -   ,,16,1378323,2764,,  -   ,  -   
Apr-18,F103435,31558898,Kripa Creations,Kerala,Kozhikode,Kozhikode,3,26188,15757,,77,7913949,13064,,  -   ,  -   
Apr-18,F104583,37545379,Sri Lakshmi Agencies,Tamil Nadu,Coimbatore,Coimbatore North,12,164555,1200,,27,5282172,13223,,  -   ,  -   
Apr-18,F103649,31588822,Vaishnavi Traders,Telangana,Karim Nagar,Arepalli,4,10797,1775,,40,935769,710,,  -   ,  -   
Apr-18,F103470,35638992,G.S Agencies,Andhra Pradesh,Ananthapur,Anantapur,6,40064,4174,,71,2179014,3051,,  -   ,  -   
Apr-18,F104633,33392525,S.H.Communication (RMF),Kerala,Thrissur,Kodungallur,2,20811,  -   ,,11,7387995,15297,,  -   ,  -   
Apr-18,F104428,31176578,Telangana Online,Telangana,Khammam,Paloncha,  -   ,  -   ,  -   ,,15,226638,377,,  -   ,  -   
Apr-18,F104607,32597514,Lakshmi Sai Electronics (RMF),Andhra Pradesh,Guntur,Chilakaluripet,  -   ,  -   ,1181,,15,907168,1027,,  -   ,  -   
Apr-18,F104304,37774362,Sri Laxmi Mobile Point,Karnataka,Kodagu,Somwarpet,4,5115,1571,,45,1309094,1581,,  -   ,  -   
Apr-18,F164611,38561457,Sri Balaji Agencies,Telangana,Hyderabad,Hyd,4,  -   ,  -   ,,1,26950,  -   ,,  -   ,  -   
Apr-18,F104517,32579767,Genuine Enterprises,Karnataka,Mandya,Mandya,4,98730,2224,,23,1299070,2146,,  -   ,  -   
Apr-18,F104832,35534612,S.L.V.Tours & Travels,Karnataka,Bangalore,Bangalore South,3,31881,400,,10,10709506,22196,,  -   ,  -   
Apr-18,F104490,35265492,Shree Vishnu Enterprises,Tamil Nadu,Erode,Erode,1,10430,600,,15,1849686,3852,,  -   ,  -   
Apr-18,F104678,34372685,Raj Traders (RMF),Karnataka,Bangalore Rural,Doddaballapura,1,10435,  -   ,,30,5320399,10425,,  -   ,  -   
Apr-18,F104271,33762557,Anbalai Agencies,Tamil Nadu,Erode,Erode,18,76048,400,,28,2387413,5726,,  -   ,  -   
Apr-18,F103340,36518867,Sree Manjunath Traders,Andhra Pradesh,Ananthapur,Gooty,15,47602,1291,,54,6948053,14031,,  -   ,  -   
Apr-18,F103717,32533384,Joothi D2H,Tamil Nadu,Sivaganga,Tirupattur,11,86559,4046,,49,547876,172,,  -   ,  -   
Apr-18,F103406,39268732,Sri Nanda Enterprises,Karnataka,Kolar,Srinivasapura,  -   ,  -   ,  -   ,,40,208591,99,,  -   ,  -   
Apr-18,F161012,37343557,Sri Balaji Agencies (SF),Andhra Pradesh,Chittoor,Chandragiri,2,24199,  -   ,,5,111179,512,,  -   ,  -   
Apr-18,F103400,31893453,Sharada Enterprises,Karnataka,Kolar,Malur,14,240727,5734,,28,4561648,9338,,  -   ,  -   
Apr-18,F103386,34728716,Sri Manjunatha Agencies,Karnataka,Kolar,Bangarapet,6,99036,3799,,29,505952,278,,  -   ,  -   
Apr-18,F165558,36875965,Sri Lakshmi Enterprises,Andhra Pradesh,Cuddapah,Cuddapah,6,49079,  -   ,,5,24377,19,,  -   ,  -   
Apr-18,F104247,37543595,Baba Cell Point,Andhra Pradesh,Ananthapur,Rayadurg,  -   ,  -   ,  -   ,,15,166187,100,,  -   ,  -   
Apr-18,F103451,36583791,Arjun Dish Communication,Andhra Pradesh,Prakasam,Kandukur,  -   ,  -   ,  -   ,,6,250353,495,,  -   ,  -   
Apr-18,F103624,37457745,Balaji Basic Computer Center,Karnataka,Mysore,Mysore,2,13478,400,,17,1667149,2992,,  -   ,  -   
Apr-18,F103720,32876772,Arun Electronics,Karnataka,Hassan,Alur,7,177558,800,,22,194141,188,,  -   ,  -   
Apr-18,F104241,36972718,Tamilan Mobiles,Tamil Nadu,Thanjavur,Kumbakonam,1,43522,400,,1,35849,71,,  -   ,  -   
Apr-18,F104035,37856736,Jagruthi Agencies (SF),Telangana,Warangal,Maripeda,  -   ,  -   ,  -   ,,5,30956,5,,  -   ,  -   
Apr-18,F104041,33654331,Sri Vijaya Lakshmi Traders,Andhra Pradesh,Nellore,Tada,11,112893,2203,,31,10928505,23848,,  -   ,  -   
Apr-18,F103425,38916457,Sri Gururagavendra Enterprises (RMF),Karnataka,Chitradurga,Chitradurga,3,3507,  -   ,,15,462488,354,,  -   ,  -   
Apr-18,F161021,31351917,Sri Vasavi Enterprises,Telangana,Medak,Medak,3,  -   ,  -   ,,2,1654,  -   ,,  -   ,  -   
Apr-18,F104339,32388737,Rainbow Enterprises,Telangana,Mahabub Nagar,Mahbubnagar,1,1937,  -   ,,10,76150,11,,  -   ,  -   
Apr-18,F103968,32735278,Sanjeevini Medical & General Store,Telangana,Nalgonda,Nalgonda,11,71803,400,,25,1373825,2727,,  -   ,  -   
Apr-18,F104717,33636273,P.A.Marketing (RMF),Kerala,Malappuram,Ernad,1,11057,  -   ,,14,4118748,8375,,  -   ,  -   
Apr-18,F103886,36912368,Lakshmi cool drinks,Andhra Pradesh,Chittoor,Kanipakam,  -   ,  -   ,  -   ,,18,578043,695,,  -   ,  -   
Apr-18,F104481,31771793,Mataji Bankers & Jewellers,Karnataka,Mysore,Periyapatna,1,4169,  -   ,,13,105596,  -   ,,  -   ,  -   
Apr-18,F103924,32967615,Sri gyana saraswathi mobile shop,Telangana,Nizamabad,Banswada,2,5169,  -   ,,14,207319,165,,  -   ,  -   
Apr-18,F104561,33948225,Uday Enterprises,Karnataka,Chikkaballapur,Gauribidanur,2,46348,  -   ,,8,31409,  -   ,,  -   ,  -   
Apr-18,F103339,36383123,Kranthi Enterprises,Andhra Pradesh,Ananthapur,Dharmavaram,24,247544,12179,,38,795711,297,,  -   ,  -   
Apr-18,F103647,34539856,Aditya Communication,Andhra Pradesh,East Godavari,Kakinada (Urban),  -   ,  -   ,  -   ,,8,354438,672,,  -   ,  -   
Apr-18,F104746,39725829,Kisan Plastics,Karnataka,Chikkaballapur,Sidlghatta,3,39448,1681,,23,506104,237,,  -   ,  -   
Apr-18,F104128,35247931,Harikanth mobiles,Telangana,Mahabub Nagar,Baswaipalli,1,17284,  -   ,,19,204430,137,,  -   ,  -   
Apr-18,F103892,34963576,Sai Ram Communications,Telangana,Warangal,Narsampet,1,115627,750,,47,512011,144,,  -   ,  -   
Apr-18,F103231,34943177,Srinivasa Agency,Karnataka,Tumkur,Chikkanayakanahlli,19,327082,14583,,68,841395,228,,  -   ,  -   
Apr-18,F104291,37261691,Mansani Enterprises,Telangana,Mahabub Nagar,Anugonda,  -   ,  -   ,1238,,11,572613,320,,  -   ,  -   
Apr-18,F103377,32286988,Srinivasa Distributors,Karnataka,Kolar,Bangarapet,30,662404,30974,,78,1671488,803,,  -   ,  -   
Apr-18,F103512,39151632,M.M Communication,Karnataka,Bijapur(KAR),Bijapur,3,2943,3389,,81,1010228,332,,  -   ,  -   
Apr-18,F104109,34445791,Sai Communication,Andhra Pradesh,Nellore,Venkatachalam,1,2016,  -   ,,13,1132400,2126,,  -   ,  -   
Apr-18,F103791,36578943,M M Enterprises,Karnataka,Ramanagar,Magadi,4,2774,3435,,64,1204865,698,,  -   ,  -   
Apr-18,F103788,39817397,Jishnu Distribution,Karnataka,Kolar,Bangarapet,6,100585,3123,,23,417527,154,,  -   ,  -   
Apr-18,F104840,33218442,Shree Nidhi Enterprises,Karnataka,Bangalore,Anekal,3,32599,  -   ,,10,18703690,38282,,  -   ,  -   
Apr-18,F103373,35612458,Venkateshwara Stores,Karnataka,Tumkur,Tumkur,2,7824,  -   ,,1,76218,118,,  -   ,  -   
Apr-18,F103428,35147464,Vee Gee Communications,Karnataka,Tumkur,Kunigal,4,26875,3317,,65,1018088,431,,  -   ,  -   
Apr-18,F103453,37715447,Pranam Traders,Karnataka,Chamrajnagar,Yelandur,  -   ,  -   ,  -   ,,11,145051,33,,  -   ,  -   
Apr-18,F103563,36878836,R.B Solutions,Tamil Nadu,Coimbatore,Coimbatore North,1,7045,  -   ,,2,676332,1317,,  -   ,  -   
Apr-18,F104574,35954175,T.S.Mobiles & Gift Center,Karnataka,Kolar,Gauribidanur,  -   ,  -   ,  -   ,,5,97559,179,,  -   ,  -   
Apr-18,F103267,38859539,Vaishali Enterprises,Karnataka,Belgaum,Chikodi,4,87200,400,,3,24450,49,,  -   ,  -   
Apr-18,F104756,38157432,Anjanadri Traders,Karnataka,Tumkur,C.n.halli,10,54223,400,,26,266133,121,,  -   ,  -   
Apr-18,F103806,36937879,Shravana Enterprises,Karnataka,Shimoga,Tirthahalli,5,167118,2200,,11,55398,36,,  -   ,  -   
Apr-18,F104737,37169985,Raajeswari Agency,Tamil Nadu,Tirunelveli,Palayamkottai,17,94035,  -   ,,13,273403,  -   ,,  -   ,  -   
Apr-18,F103385,36821467,SANNIDHI COMMUNICATION-36821467,Karnataka,Shimoga,Shimoga,2,2006,3530,,62,1173748,587,,  -   ,  -   
Apr-18,F104653,31597371,S.L.N.Telecom (RMF),Karnataka,Kolar,Chickballapur,  -   ,  -   ,  -   ,,14,1162358,2277,,  -   ,  -   
Apr-18,F104299,38777372,I One Phone,Pondicherry,Karaikal,Dharmapuram,11,42412,  -   ,,6,69568,1,,  -   ,  -   
Apr-18,F165844,37257159,Lahari A 2 Z Services ,Andhra Pradesh,Nellore,Naidupeta,  -   ,  -   ,  -   ,,4,106276,201,,  -   ,  -   
Apr-18,F104739,39948387,Dharmik Communications,Kerala,Kannur,Taliparamba,1,659,1862,,36,2902700,4566,,  -   ,  -   
Apr-18,F104156,35676685,SAIRAM ENTERPRIZES,Telangana,Khammam,Kothagudem,1,  -   ,  -   ,,6,210516,245,,  -   ,  -   
Apr-18,F104710,32248165,Yuktha Enterprises (RMF),Karnataka,Chikkaballapur,Gauribidanur,13,202808,1400,,22,399330,691,,  -   ,  -   
Apr-18,F104136,37997317,Sri Gayathri Fancy Stores,Andhra Pradesh,Prakasam,Kanigiri,16,188868,7023,,49,2540516,4410,,  -   ,  -   
Apr-18,F103842,36915794,Venkateswara Agencies,Andhra Pradesh,Ananthapur,Tadipatri,22,190337,11264,,51,1964241,2977,,  -   ,  -   
Apr-18,F104519,35335532,Chandhu Agencies,Karnataka,Mysore,K R Nagar,1,102881,600,,16,164978,90,,  -   ,  -   
Apr-18,F104660,37199624,Maruthi Mobile Point (RMF),Telangana,Medak,Bangla Venkatapur,12,63251,3200,,30,1542333,2844,,  -   ,  -   
Apr-18,F104410,31683429,Gayathri Medical And General Stores,Telangana,Medak,Siddipet,18,93844,4888,,34,11122061,22090,,  -   ,  -   
Apr-18,F138681,31211357,Chowdeshwari Enterprises ,Karnataka,Kolar,Bagepalli,1,7365,  -   ,,13,54707,3,,  -   ,  -   
Apr-18,F104825,38327985,B.V.S.Infotech,Karnataka,Chamrajnagar,Kollegal,1,  -   ,  -   ,,19,375708,145,,  -   ,  -   
Apr-18,F103405,38989455,Balaji DTH Service,Andhra Pradesh,Prakasam,Ongole,48,563236,46919,,79,3249750,4152,,  -   ,  -   
Apr-18,F103919,31693581,S A  Enterprises,Andhra Pradesh,Kurnool,Nandyal,3,71187,400,,4,242915,783,,  -   ,  -   
Apr-18,F104679,38212923,Sivasankar Communications (RMF),Kerala,Thiruvananthapuram,Chirayinkeezhu,3,11453,2658,,45,2213083,3377,,  -   ,  -   
Apr-18,F103208,31724515,The Mobile Expert,Karnataka,Kolar,Chintamani,3,80484,600,,29,327614,199,,  -   ,  -   
Apr-18,F104540,31995327,Boys Marketing ,Tamil Nadu,Dindigul,Dindigul,11,48641,  -   ,,10,475980,1509,,  -   ,  -   
Apr-18,F103486,39473553,Raj's Communications,Karnataka,Hassan,Arkalgud,10,126809,6928,,45,636773,63,,  -   ,  -   
Apr-18,F103459,37462889,Sri Mahaveer Mobiles,Karnataka,Hassan,Arsikere,1,51204,1808,,27,447358,58,,  -   ,  -   
Apr-18,F103472,32362294,Anjani Tele Service & Marketing,Andhra Pradesh,Ananthapur,Anantapur,5,5582,1568,,48,1162439,1291,,  -   ,  -   
Apr-18,F104078,39746469,National Enterprises,Karnataka,Chickmagalur,Chikmagalur,8,144391,3547,,37,473296,204,,  -   ,  -   
Apr-18,F103524,31235883,Tulip Infotech,Karnataka,Chickmagalur,Koppa,  -   ,  -   ,1669,,14,1983893,2855,,  -   ,  -   
Apr-18,F104742,35598943,Fab Dato's,Andhra Pradesh,Prakasam,Ongole,1,1687,  -   ,,10,1335146,2597,,  -   ,  -   
Apr-18,F104377,38427269,Srinivasa Xerox Center,Andhra Pradesh,Nellore,Dakkili,  -   ,  -   ,  -   ,,5,44257,42,,  -   ,  -   
Apr-18,F104681,38876518,Sai Ram Communications (RMF),Andhra Pradesh,Krishna,Vijayawada (Urban),19,210220,14751,,31,1741407,2263,,  -   ,  -   
Apr-18,F103391,39484396,Sri Prem Sai Mobile,Andhra Pradesh,Ananthapur,Anantapur,3,7222,1818,,49,862056,527,,  -   ,  -   
Apr-18,F104258,37691452,Geetha Store,Andhra Pradesh,Chittoor,Tirupati (Urban),2,16591,400,,8,923738,1715,,  -   ,  -   
Apr-18,F103411,33135695,Priya Traders,Karnataka,Kolar,Bagepalli,3,94743,1899,,14,702375,1161,,  -   ,  -   
Apr-18,F103380,36486917,Shri Shantikamba Enterprises,Karnataka,Uttara Kannada,Kumta,16,495013,24214,,65,1225289,73,,  -   ,  -   
Apr-18,F103939,33559243,Sai Agencies,Andhra Pradesh,Nellore,Nellore,  -   ,  -   ,  -   ,,3,94483,189,,  -   ,  -   
Apr-18,F104862,33928221,V.S Communications,Kerala,Thiruvananthapuram,Thiruvananthapuram,3,32800,  -   ,,18,7270743,15259,,  -   ,  -   
Apr-18,F103825,31867771,Veena Enterprises,Karnataka,Koppal,Gangavathi,1,  -   ,  -   ,,4,96359,191,,  -   ,  -   
Apr-18,F103525,39594741,Pavan Agencies,Andhra Pradesh,Kurnool,Kurnool,1,5112,  -   ,,23,201799,45,,  -   ,  -   
Apr-18,F104505,32132619,Leo Communications,Kerala,Malappuram,Tirur,  -   ,  -   ,  -   ,,7,548904,1048,,  -   ,  -   
Apr-18,F103779,34832447,Mobile ocean,Karnataka,Ramanagar,Ramanagara,2,  -   ,  -   ,,11,358438,664,,  -   ,  -   
Apr-18,F104409,31917629,Balaji Communications,Telangana,K.V.Rangareddy,Rangareddy,2,104117,400,,8,1424409,3104,,  -   ,  -   
Apr-18,F103424,33179373,Divakars Enterprises,Karnataka,Uttara Kannada,Sirsi,11,474617,19400,,69,1367385,108,,  -   ,  -   
Apr-18,F103633,33941782,Siddhartha Electronics,Karnataka,Raichur,Deodurga,1,4710,1660,,20,643169,189,,  -   ,  -   
Apr-18,F104567,36929776,Athira Electricals,Kerala,Thiruvananthapuram,Thiruvananthapuram,3,14103,1142,,22,3316390,6200,,  -   ,  -   
Apr-18,F104826,39386244,Coco Brain Technologies ,Kerala,Kannur,Taliparamba,5,54338,800,,24,10849079,21835,,  -   ,  -   
Apr-18,F104730,38113398,A.T.K.O.Agencies,Kerala,Malappuram,Ponnani,  -   ,  -   ,  -   ,,13,8489754,16873,,  -   ,  -   
Apr-18,F104144,39711377,Gayathri Cell Point,Andhra Pradesh,Cuddapah,Proddatur,6,64315,  -   ,,14,12009347,25487,,  -   ,  -   
Apr-18,F103295,31993938,Sri Manjunath Stores,Karnataka,Hassan,Arkalgud,4,285904,4011,,20,495526,157,,  -   ,  -   
Apr-18,F164624,39385763,Gayathri General Stores,Andhra Pradesh,Prakasam,Kanigiri,  -   ,  -   ,  -   ,,1,1500,3,,  -   ,  -   
Apr-18,F104033,35674832,V.S Enterprises,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,2,5045,  -   ,,  -   ,  -   
Apr-18,F104758,35162198,Sri Sai Enterprises,Karnataka,Kolar,Kolar,1,2841,  -   ,,27,1887296,3531,,  -   ,  -   
Apr-18,F104809,34726577,Ponmurugan Irrigation ,Tamil Nadu,Erode,Erode,5,23082,400,,9,3131495,6600,,  -   ,  -   
Apr-18,F104180,33826642,PADMA TRADERS,Karnataka,Dakshina Kannada,Mangalore,1,126421,400,,3,19319,35,,  -   ,  -   
Apr-18,F104468,31574278,Gowri Ganesha Stores,Karnataka,Bangalore Rural,Doddaballapura,1,18660,  -   ,,7,662440,1167,,  -   ,  -   
Apr-18,F103858,32127462,Vayuputra Distributors,Karnataka,Chamrajnagar,Kollegal,  -   ,  -   ,  -   ,,7,85306,34,,  -   ,  -   
Apr-18,F103669,32936434,D Souza Enterprises,Karnataka,Uttara Kannada,Bhatkal,14,222019,8620,,58,802892,42,,  -   ,  -   
Apr-18,F104748,36543185,Veseor India Private Limited,Kerala,Thrissur,Thrissur,  -   ,  -   ,  -   ,,2,262350,525,,  -   ,  -   
Apr-18,F104360,34553445,Deepak Enterprises,Karnataka,Dakshina Kannada,Puttur,1,6775,1223,,24,464562,127,,  -   ,  -   
Apr-18,F104491,39336428,K.T.Enterprises,Tamil Nadu,Ramanathapuram,Ramanathapuram,14,68972,  -   ,,28,329705,466,,  -   ,  -   
Apr-18,F103526,32485991,Dish Point (Mudigere),Karnataka,Chickmagalur,Mudigere,4,120024,2539,,19,360913,69,,  -   ,  -   
Apr-18,F103593,32997444,Venkateshwara Finance,Andhra Pradesh,Krishna,Bapulapadu,  -   ,  -   ,  -   ,,5,83076,3,,  -   ,  -   
Apr-18,F103701,37234583,Suma Fancy & General Store,Karnataka,Udupi,Kundapura,12,344748,5597,,7,55086,2,,  -   ,  -   
Apr-18,F104763,32341222,Zetta Associates,Kerala,Malappuram,Tirur,2,22297,  -   ,,10,1552264,3526,,  -   ,  -   
Apr-18,F103473,35548526,Sri Anjana Stores,Andhra Pradesh,Chittoor,Madanapalle,2,10890,  -   ,,7,131310,197,,  -   ,  -   
Apr-18,F103323,35585749,Pushpith Enterprises,Karnataka,Chickmagalur,Kadur,3,51270,400,,12,36899,11,,  -   ,  -   
Apr-18,F103934,38796527,AMBICA FANCY & GENERAL STORE,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,,8,851669,1427,,  -   ,  -   
Apr-18,F104009,34618851,Mana Enterprises,Karnataka,Mandya,K.r.pete,1,  -   ,  -   ,,5,8755,17,,  -   ,  -   
Apr-18,F103671,39656715,M.S Agencies,Kerala,Kollam,Kottarakkara,  -   ,  -   ,1303,,24,480649,93,,  -   ,  -   
Apr-18,F103650,39582473,PERFECT FINANCIAL SOLUTIONS,Karnataka,Chickmagalur,Chikmagalur,9,170507,2000,,19,207272,190,,  -   ,  -   
Apr-18,F104595,34522363,Saanvi Enterprises (RMF),Karnataka,Kodagu,Madikeri,  -   ,  -   ,1235,,30,486497,150,,  -   ,  -   
Apr-18,F104501,38339463,Sejasri Communications & Gift Articals,Andhra Pradesh,Guntur,Krosuru,5,24716,800,,7,1178147,2795,,  -   ,  -   
Apr-18,F104647,34557841,Sri Sai International (RMF),Karnataka,Mandya,Pandavapura,8,122131,2000,,22,309339,737,,  -   ,  -   
Apr-18,F104309,39541228,Sanjeevani Medical Hall,Telangana,Medak,Dubbak,  -   ,  -   ,  -   ,,3,2170,4,,  -   ,  -   
Apr-18,F103480,37299148,S.L.R Agencies,Karnataka,Tumkur,Sira,1,12498,1310,,63,1624603,2401,,  -   ,  -   
Apr-18,F104060,36761584,SREE INFOCOMM,Kerala,Malappuram,Ponani,1,12508,  -   ,,3,987561,2263,,  -   ,  -   
Apr-18,F104446,37827214,Rajeswari Communication,Andhra Pradesh,Srikakulam,Santabommali Mandal,  -   ,  -   ,  -   ,,19,1093620,1949,,  -   ,  -   
Apr-18,F104512,32783445,Vasavi Enterprises,Telangana,K.V.Rangareddy,Saroornagar,  -   ,  -   ,  -   ,,5,32532,  -   ,,  -   ,  -   
Apr-18,F164618,36582136,Khushi Enterprises ,Karnataka,Mysore,Nanjangud,  -   ,  -   ,  -   ,,1,155600,311,,  -   ,  -   
Apr-18,F104424,37124919,Sri Sairam Communications,Andhra Pradesh,Srikakulam,Ichchapuram Mandal,  -   ,  -   ,  -   ,,1,3144,  -   ,,  -   ,  -   
Apr-18,F103922,39877789,Vasundhara Mobiles,Andhra Pradesh,Ananthapur,Kanaganapalle,  -   ,  -   ,  -   ,,4,27691,14,,  -   ,  -   
Apr-18,F104727,33451512,Suresh Mobiles,Andhra Pradesh,West Godavari,Eluru,  -   ,  -   ,  -   ,,11,251929,326,,  -   ,  -   
Apr-18,F103863,34953111,Sri Krishna Enterprises,Karnataka,Hassan,Holenarasipur,  -   ,  -   ,  -   ,,3,1445,3,,  -   ,  -   
Apr-18,F103870,31385173,Sri Vaari Communication,Tamil Nadu,Salem,Salem,8,31247,  -   ,,7,212867,  -   ,,  -   ,  -   
Apr-18,F103570,36936511,Sai Ram General Stores,Andhra Pradesh,Chittoor,Palamaner,1,5115,  -   ,,5,231227,401,,  -   ,  -   
Apr-18,F104333,33193779,Mega Tech Electricals & Electronics,Karnataka,Mysore,Nanjangud,19,497791,8066,,14,536329,1257,,  -   ,  -   
Apr-18,F103195,36883178,SHREE  MARKETING  & DISTBUTORS,Karnataka,Tumkur,Gubbi,3,  -   ,1171,,34,776706,773,,  -   ,  -   
Apr-18,F104286,31979366,Sri Sai Shiva Cell Wrold,Telangana,Mahabub Nagar,Stn. Jadcherla,3,16247,  -   ,,17,525758,794,,  -   ,  -   
Apr-18,F104466,36191228,Royal Times,Andhra Pradesh,Kurnool,Adoni,1,591,  -   ,,2,45010,  -   ,,  -   ,  -   
Apr-18,F104280,34813952,Vikas Gift Center and Mobile Communication,Karnataka,Chitradurga,Chitradurga,3,153612,1200,,1,6999,14,,  -   ,  -   
Apr-18,F103523,35345966,Ten Ten Times,Kerala,Kasargod,Kasaragod,  -   ,  -   ,  -   ,,1,13834,  -   ,,  -   ,  -   
Apr-18,F103786,32271272,Vishnu Mobile,Karnataka,Kodagu,Madikeri,  -   ,  -   ,  -   ,,1,71084,  -   ,,  -   ,  -   
Apr-18,F103485,38755594,J.K Electronics Sales and Services,Karnataka,Hassan,Sakleshpur,1,750,  -   ,,10,453926,662,,  -   ,  -   
Apr-18,F104759,34266744,Mobitronix,Karnataka,Mysore,Mysore,  -   ,  -   ,  -   ,,4,110661,200,,  -   ,  -   
Apr-18,F104736,33998113,Sri Simma Vagana Ganapathy Agencies,Tamil Nadu,Tirunelveli,Sankarankovil Bazaar,2,23280,  -   ,,8,1466627,3513,,  -   ,  -   
Apr-18,F104594,32733147,Santosh Textiles (RMF),Karnataka,Chamrajnagar,Kollegal,  -   ,  -   ,  -   ,,2,108869,169,,  -   ,  -   
Apr-18,F102811,36475217,Vivekananda Electricals & Hardware Oorukera Near Bus stop,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,,1,29938,52,,  -   ,  -   
Apr-18,F103343,34644956,Sri Sainath,Andhra Pradesh,Ananthapur,Kalyandurg,  -   ,  -   ,1923,,53,643194,4,,  -   ,  -   
Apr-18,F104318,32238963,Sri Vaari Enterprises,Karnataka,Mysore,Mysore,1,543,  -   ,,17,298881,326,,  -   ,  -   
Apr-18,F103454,34141466,Blue Marketing,Kerala,Kozhikode,Kozhikode,  -   ,  -   ,  -   ,,6,7619,0,,  -   ,  -   
Apr-18,F103652,38915313,Sri Sai Balaji Enterprises,Tamil Nadu,Coimbatore,Coimbatore North,  -   ,  -   ,  -   ,,3,211320,  -   ,,  -   ,  -   
Apr-18,F104269,33462476,Sri Srinivasa Communications,Andhra Pradesh,Srikakulam,Tekkali,  -   ,  -   ,  -   ,,18,96199,41,,  -   ,  -   
Apr-18,F104523,32871911,Jayalakshmi Enterprises,Andhra Pradesh,Kurnool,Nandyal,1,37314,400,,1,242435,785,,  -   ,  -   
Apr-18,F103942,39745443,Vijay Electronics,Tamil Nadu,Sivaganga,Karaikudi,1,49008,4026,,24,893384,72,,  -   ,  -   
Apr-18,F103811,37421698,Jeeva Enterprises,Tamil Nadu,Cuddalore,Chidambaram North,  -   ,  -   ,  -   ,,20,328420,108,,  -   ,  -   
Apr-18,F103436,36137169,Ravi Enterprises,Karnataka,Chickmagalur,Chikmagalur,3,68914,  -   ,,13,314860,79,,  -   ,  -   
Apr-18,F164727,37153639,Khushi Enterprises (SF),Karnataka,Mysore,Nanjangud,2,73332,400,,6,76458,137,,  -   ,  -   
Apr-18,F104276,38758444,Sri Raaja Murugan Agency,Tamil Nadu,Erode,Erode,  -   ,  -   ,  -   ,,1,3400,  -   ,,  -   ,  -   
Apr-18,F103660,36426865,Kaarthik DTH Service Centre,Tamil Nadu,Nagapattinam,Sirkali Tk,2,14845,  -   ,,24,107878,27,,  -   ,  -   
Apr-18,F104204,36886886,Rohit Agency,Tamil Nadu,Tiruchirappalli,Manapparai,  -   ,  -   ,  -   ,,3,8262,0,,  -   ,  -   
Apr-18,F103630,35964487,Sri Harsh Provisions,Andhra Pradesh,Nellore,Tada,  -   ,  -   ,  -   ,,1,1210,  -   ,,  -   ,  -   
Apr-18,F161015,33362687,LINQ Store,Telangana,K.V.Rangareddy,Seri Lingampally,1,659,  -   ,,6,301784,603,,  -   ,  -   
Apr-18,F103648,38976291,Ravi Mobiles,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,11,131703,59,,  -   ,  -   
